titre,prix,surface,nb_pieces,nb_chambres,ville,code_postal,adresse,quartier,type_bien,groupe_type,prix_m2,lien,description,photo_1,photo_2,photo_3,photo_4,photo_5
"Appartement à vendre - neuf - Toulon - 254 000 € - 3 pièces, 2 chambres, 60 m², Étage 3/4",254 000 €,60.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 233 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/263070137.htm,"TERRASSE PLEIN SUD DANS LE QUARTIER DE CHATEAUVALLON Contact : Clément GAGNO Situé au sein d'une résidence neuve à l'architecture moderne, cet appartement T3 de 57 m² séduit par sa belle exposition s...",https://mms.seloger.com/4/3/0/1/4301a8a5-b751-42fc-ba61-7d7413838604.jpg?ci_seal=5ac47d330e9384933de28b90dfb4e07d213cb473&w=525&h=394,https://mms.seloger.com/b/8/a/8/b8a8df46-3891-4ca3-87d0-323ff0a7469a.jpg?ci_seal=1d83750f30631866a2cb8f170d22ee573219ca36&w=525&h=394,https://mms.seloger.com/d/7/e/f/d7efd3b8-a270-4091-9ab3-fddbdfd02ff7.jpg?ci_seal=3ae1ac7f1ed132b35a1b74b4426fa8ba0df6874b&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 254 519 € - 3 pièces, 60,1 m², 2ème étage, dès le 30/06/2028",254 519 €,60.1,3.0,,Toulon,83200,,Ouest Toulon,Appartement,Appartement,4 235 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/247006451/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&unitId=258277605&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L&source=SL_web,"À Toulon, dans le quartier de Bonfante-Florane apprécié pour sa tranquillité, découvrez une résidence signée Urbat, composée de 48 appartements du 2 au 4 pièces. À moins de 10 minutes des plages, du ...",https://mms.seloger.com/5/d/a/e/5daeeb88-b2e9-4580-8c3e-c639172f81f3.jpg?ci_seal=0288cc4a4d18a880f0eded1af8e01cafb2bebf11&w=525&h=394,https://mms.seloger.com/d/b/e/e/dbeeec80-7693-4a90-973f-ef56c93a287c.jpg?ci_seal=2d6ecfc2a86c89612cae4032c62a1db495fc3149&w=525&h=394,https://mms.seloger.com/3/d/4/c/3d4c7f36-c27e-4868-a4bb-cda7a870948f.jpg?ci_seal=1b745209bebab0c1b205702741175796ce4e6a01&w=525&h=394,,
"Appartement à vendre - Première occupation - Toulon - 256 000 € - 4 pièces, 3 chambres, 125 m², Étage 2/15",256 000 €,125.0,4.0,3.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,2 048 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/super-toulon/261674077.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"TOULON CLARET. Laissez vous séduire par ce très bel appartement 4 pièces de 125m2, dans un immeuble de grand standing, grande pièce à vivre avec cuisine américaine de 69m2, 3 chambres + 1 bureau, don...",https://mms.seloger.com/5/b/5/d/5b5d9290-3f3e-4b5b-9226-986a026f27a9.jpg?ci_seal=c18ddd40868d175f03f7513973e3a71df13f7690&w=525&h=394,https://mms.seloger.com/8/6/4/e/864eda65-5a3b-4163-b458-cc2969caf719.jpg?ci_seal=e6c6e1d372e7adf572859fc47984b8a1b2ebf341&w=525&h=394,https://mms.seloger.com/6/9/7/a/697a3164-26b7-4dcd-aa1d-027313c4bb2b.jpg?ci_seal=1be2eb63feede2d4c665d8a7ed717bfe3449cf03&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 256 000 € - 3 pièces, 2 chambres, 60 m², Étage 1/4",256 000 €,60.0,3.0,2.0,Toulon,83100,"Pont de Suve-Collet de Gipon, ()",Est Toulon,Appartement,Appartement,4 267 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/pont-de-suve-collet-de-gipon/262967857.htm,"LANCEMENT COMMERCIAL !! VOUS CHERCHEZ UN MAGNIFIQUE T3 SPACIEUX ET LUMINEUX AU SEIN D'UNE RESIDENCE NEUVE DE QUALITE ? Votre contact : Yann - Au cœur d'un environnement recherché, découvrez ce bel ap...",https://mms.seloger.com/c/c/7/b/cc7ba970-693c-4dca-acd0-c19cb4a362d2.jpg?ci_seal=69c0243f1cdaaa77df7d68f5b59c09df006045bc&w=525&h=394,https://mms.seloger.com/b/2/5/4/b2546fde-91fc-400d-832c-83213ed63713.jpg?ci_seal=9b0ce64b08ac2c52489ccfb05e285486c6440efd&w=525&h=394,https://mms.seloger.com/0/8/4/7/0847ec6a-ba1d-4a9e-a46d-9022f627eb85.jpg?ci_seal=d90cd0ce25e970219efedcdf106e0ab7cfcedb4c&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 256 000 € - 3 pièces, 2 chambres, 59 m²",256 000 €,59.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 339 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/263059559.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D10&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Nous vous proposons ce magnifique appartement de 3 pièces, idéalement situé au 1er étage d'une résidence de standing. D'une SURFACE PRIVATIVE de 69m², cet appartement vous séduira par ses prestations...",https://mms.seloger.com/2/e/c/3/2ec3ee53-9378-4aaf-bfa2-8b4bc63c2c77.jpg?ci_seal=e8e8127417bdf9f7e79915fbf9a6e5a038efd1bb&w=525&h=394,https://mms.seloger.com/f/1/5/9/f1596212-8b5d-4eea-806b-f5e3c8cd8fd0.jpg?ci_seal=a64c82fb5d93a1e09ef0cf8a86780bee45092b00&w=525&h=394,https://mms.seloger.com/7/c/f/6/7cf6d7b1-adc9-4f99-841c-ed2547d16af7.jpg?ci_seal=47cd1dba618511e92b7fc39858ac8052749cc1b9&w=525&h=394,,
"Appartement à vendre - Toulon - 259 000 € - 4 pièces, 2 chambres, 98 m², 7ème étage",259 000 €,98.0,4.0,2.0,Toulon,83000,"Champ de Mars, ()",Centre / Littoral,Appartement,Appartement,2 643 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/champ-de-mars/261188691.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"A deux pas de tous les commerces et commodités, ce magnifique appartement de 98m2 séduit par ses volumes et sa luminosité. Il offre deux belles chambres, possibilité de créer une troisième, un grand ...",https://mms.seloger.com/3/1/4/a/314a5d6a-62c6-4be1-99da-e39b50eda93e.jpg?ci_seal=0a0c3a3569b1e757ec0a5e31f829cfc92a38e1f7&w=626&h=470,https://mms.seloger.com/7/6/1/7/76173c4f-0695-4624-aa55-451608df9220.jpg?ci_seal=9d9b402bfb8b13cb584a217800adf58b82651de0&w=626&h=470,https://mms.seloger.com/5/3/1/9/5319fa5f-b04e-4a75-9ca6-c4b142e84d9e.jpg?ci_seal=d2b340a554dd62c1837e41f55964a44b47d11527&w=626&h=470,https://mms.seloger.com/f/e/0/4/fe04434e-3e96-431c-a775-0b52f582c3d4.jpg?ci_seal=a923f210810c7a333f7196c103004afc9ca8469f&w=626&h=470,https://mms.seloger.com/1/5/a/c/15accd75-a865-4ac6-a50e-9489811936f1.jpg?ci_seal=a1cd03f2579fc18f9ca1d248fb0da4b70fab4823&w=626&h=470
"Appartement à vendre - Toulon - 259 000 € - 4 pièces, 2 chambres, 72 m², Étage 2/3",259 000 €,72.0,4.0,2.0,Toulon,83200,"Le Faron-Fort-Rouge, ()",Ouest Toulon,Appartement,Appartement,3 597 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/le-faron-fort-rouge/251650393.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"C'est dans le très prisé quartier du Faron et en exclusivité chez Acor'immo, que vous aurez peut-être la chance de venir découvrir cette superbe copropriété standing sur les hauteurs de Sainte Anne. ...",https://mms.seloger.com/3/e/5/5/3e555a45-919e-4c7e-b2d0-29427ce46a61.jpg?ci_seal=5ee6896214053577a1e278dcdf1fe5bcd7940e7c&w=626&h=470,https://mms.seloger.com/a/3/b/a/a3ba05c9-d98d-4919-bd27-82f218b1e44f.jpg?ci_seal=ee16bf428daef93f6ab902a777c5cc4a312aba03&w=626&h=470,https://mms.seloger.com/8/9/d/8/89d8aba0-06ad-4136-8649-ca555ab59287.jpg?ci_seal=fcc51da72f0a8d369df91b7ddd11403f674d943b&w=626&h=470,https://mms.seloger.com/b/b/9/1/bb910eb7-3bc1-4d99-8e19-80e8e3e86146.jpg?ci_seal=99b308daf65773d0673ddd4d666c4726a051f548&w=626&h=470,https://mms.seloger.com/4/3/5/d/435da077-bc36-4ea0-b7af-c1318a599919.jpg?ci_seal=36bc28795dff6daa1ff60752c0a286cd45c86fee&w=626&h=470
"Appartement à vendre - Toulon - 259 000 € - 3 pièces, 2 chambres, 70 m², RDC",259 000 €,70.0,3.0,2.0,Toulon,83200,(),Ouest Toulon,Appartement,Appartement,3 700 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/250248391.htm,T3 en rez de jardin - place de parking - 83200 Toulon - accès PMR Votre agence Century 21 Ouest immo vous propose à l'achat un appartement de type 3 en rez de jardin rénové dans une résidence fermée ...,https://mms.seloger.com/8/9/3/9/8939cb7b-b969-4242-ba6a-79d2955deeb3.jpg?ci_seal=c80f03bc8dbb762eed2293e531713e0eccc7ec91&w=626&h=470,https://mms.seloger.com/c/6/7/2/c672feee-3a3e-4739-a014-e0759aff0b48.jpg?ci_seal=499589c2f2b8b3985fdb1e618d435df965dd7427&w=626&h=470,https://mms.seloger.com/d/c/2/8/dc28f8ae-a2ed-4b8f-8eae-ee53dba97e93.jpg?ci_seal=eefd3fdb134c4c13052bbf1e5909d8aa501be07e&w=626&h=470,https://mms.seloger.com/4/5/e/7/45e734ee-1e78-4028-825f-fda5fd377b97.jpg?ci_seal=01faf77b77e26988bf243917632f9ab115ec0a18&w=626&h=470,https://mms.seloger.com/1/8/1/4/1814ca3d-0d4d-417e-badb-c92b2bc71011.jpg?ci_seal=e64b99aed206e70c19f65cc467ebf393213ce18e&w=626&h=470
"Appartement à vendre - neuf - Toulon - 261 000 € - 3 pièces, 2 chambres, 60 m², 1er étage",261 000 €,60.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 350 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/puget-theatre/262901407.htm,"Découvrez votre futur appartement neuf à Toulon (83000) Situé au 1er étage d'une résidence moderne, ce T3 de 60 m² vous séduira par son agencement optimisé et son exposition ouest, garantissant une l...",https://mms.seloger.com/7/2/5/d/725dec89-b3bb-4c62-a814-7153d83527d1.jpg?ci_seal=920da9f8e35b3dc7fc47243d2122a42a815f69ee&w=525&h=394,https://mms.seloger.com/2/f/0/b/2f0bc357-9fe0-4501-9b34-540012eedd4d.jpg?ci_seal=b7a47f8bd0a8c0ffc22f8d534f6633b9591cd223&w=525&h=394,https://mms.seloger.com/1/e/5/b/1e5bf462-c8ac-4432-b715-038ab7dfb002.jpg?ci_seal=4d181da4cb330541bbbdc68f7f72d30bf363ba3c&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 263 000 € - 3 pièces, 2 chambres, 66 m², 3ème étage",263 000 €,66.0,3.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,3 985 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/brunet/263061779.htm,Votre nouveau chez vous ! T3 de 66m² avec Balcon et Parking(s) Caractéristiques attrayantes : Type : Appartement T3 tout confort Surface : 66m² de pur bonheur Étage : 3ème étage .. Le compromis parfa...,https://mms.seloger.com/8/a/c/0/8ac0d7d8-fae9-4c62-83ab-1946ca3374f6.jpg?ci_seal=f6802adaef33a0e0e9deff0afa675e4fcb28f1fc&h=50,https://mms.seloger.com/3/e/4/5/3e456ba6-dc2f-4acd-b447-88408e0b1ca9.jpg?ci_seal=09c90130bfc4ce1bff2a917f442505aab22ce3d6&w=525&h=394,https://mms.seloger.com/b/a/3/4/ba348bdc-ff42-4137-addf-251b00843d6f.jpg?ci_seal=9089dbc787ea75755c632f1024f32a06a23fd56f&w=525&h=394,https://mms.seloger.com/0/3/0/a/030afee6-9e0c-475f-acc4-eb7e063db45c.jpg?ci_seal=836510356c10a6a473b6ac85482b755a0a525511&w=525&h=394,
"Appartement à vendre - Toulon - 263 750 € - 3 pièces, 2 chambres, 77,9 m²",263 750 €,77.9,3.0,2.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,3 386 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/261494665.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D10&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Toulon - Sainte-Anne, découvrez ce charmant appartement de type T3 d'environ 77 m² situé au deuxième étage d'une petite copropriété. Traversant et lumineux, il offre une grande entrée desservant un s...",https://mms.seloger.com/c/0/e/f/c0eff8a9-18c3-4673-a4a5-8241e8c9881e.jpg?ci_seal=3231bbf772d71db7ef14e3ff2ba7b61cd1c85522&w=525&h=394,https://mms.seloger.com/9/b/2/5/9b257fb7-0e09-409c-b2c2-fa41c6e58f50.jpg?ci_seal=850cf0d0fcc00c701b4283466085e9e223b25b09&w=525&h=394,https://mms.seloger.com/1/1/a/7/11a74428-2956-4312-ac88-b9b6cad9ad48.jpg?ci_seal=e665eac9b0112235194ad07a933b56b1a507c3aa&w=525&h=394,,
"Appartement à vendre - Toulon - 265 000 € - 4 pièces, 2 chambres, 88 m², 8ème étage",265 000 €,88.0,4.0,2.0,Toulon,83000,(),Centre / Littoral,Appartement,Appartement,3 011 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/257531623.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"A vendre à TOULON dans une résidence de standing bien entretenue, appartement type 4 situé au 8ème étage avec ascenseur en bon état général il se compose d'une entrée, une cuisine séparée donnant sur...",https://mms.seloger.com/a/2/0/3/a2030056-ce13-4d28-b730-2bb0c8bd9650.jpg?ci_seal=5a040109db8d7baa56735721759fc881ab01f218&w=626&h=470,https://mms.seloger.com/2/d/d/3/2dd398b1-2660-412e-8aaf-1b086ff3b4bc.jpg?ci_seal=8bb57444694f56eefab3c963a058279a73cddae1&w=626&h=470,https://mms.seloger.com/4/5/c/2/45c2473d-dffa-4a31-8bbd-7460960ec1b1.jpg?ci_seal=5743a227f5d261ab43d598ede54b663f84e6894b&w=626&h=470,https://mms.seloger.com/2/6/a/6/26a6acdc-aa85-4682-9b7d-0a086077d3c4.jpg?ci_seal=f7160f4894a2a7fa035633e7308c646e232bd0a2&w=626&h=470,https://mms.seloger.com/1/d/1/d/1d1d1119-4bd2-4d90-828c-6843b3e502a0.jpg?ci_seal=1557ed87ef591e4e419f2cf6b75ed464fbc5f6e2&w=626&h=470
"Appartement à vendre - neuf - Toulon - 266 000 € - 3 pièces, 70,3 m², 2ème étage, dès le 01/10/2027",266 000 €,70.3,3.0,,Toulon,83100,,Est Toulon,Appartement,Appartement,3 784 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/238559891/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&unitId=243332661&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L&source=SL_web,"Pass'Proprio : Frais de notaire (*) + Frais de dossier bancaire (**) + 5.000€ de remise (**) par pièce = OFFERTS Du 16 février au 31 mars 2026, profitez du Pass'Proprio : FRAIS DE NOTAIRE OFFERTS (*)...",https://mms.seloger.com/9/4/6/4/94647a7d-ccfb-4df5-8a42-109e940ad0fc.jpg?ci_seal=ff5dc5eacad7428b3f7ec5cc2a5bcff1a2cafd62&w=525&h=394,https://mms.seloger.com/8/7/8/6/87861531-5751-4ced-8906-ea51ac33e20f.jpg?ci_seal=2e705d4de72aec4520827d6efcb6a525c1a565a8&w=525&h=394,,,
"Appartement à vendre - neuf - Toulon - 266 000 € - 4 pièces, 79,6 m²",266 000 €,79.6,4.0,,Toulon,83000,"Sainte Musse, ()",Centre / Littoral,Appartement,Appartement,3 342 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/234623887/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&unitId=245563827&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L&source=SL_web,"Livraison 3 ème trimèstre 2027 - Idéalement située à l'est de Toulon, aux portes de La Valette-du-Var et à proximité du cap brun, Le Clos Lily offre un cadre de vie mêlant tranquillité et praticité. ...",https://mms.seloger.com/d/2/0/5/d2050fa6-6141-450f-8b71-83e19f61593e.jpg?ci_seal=951a95e68938c43a96164ee35cbe707c55801cf4&w=525&h=394,,,,
"Appartement à vendre - Toulon - 266 000 € - 4 pièces, 3 chambres, 94,6 m², Étage 2/4",266 000 €,94.6,4.0,3.0,Toulon,83000,"Place d'Armes, ()",Centre / Littoral,Appartement,Appartement,2 812 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/place-d-armes/252656967.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,A vendre et en exclusivité .Face à la porte principale de l'arsenal. Je vous propose ce spacieux appartement de 95m2 . Occupant tout le 2ème étage . Il se compose de 3 grandes chambres avec placards ...,https://mms.seloger.com/1/8/f/6/18f6af91-e49c-4631-a3fd-9c1cced7c8a4.jpg?ci_seal=dc9f664fb00dd852df3bf8e65bb3c7ad597e2192&h=50,https://mms.seloger.com/f/e/0/d/fe0d095d-ac2d-40ec-9629-ebcc3102fff4.jpg?ci_seal=7fd9a79f15a4b49334098c45538e81555048f937&w=525&h=394,https://mms.seloger.com/a/f/f/d/affdd788-7e75-4d3c-8594-c2f8cb91c776.jpg?ci_seal=f98186292260faa8471249ad02f1a2b2f1193c82&w=525&h=394,https://mms.seloger.com/5/a/1/9/5a19d1d0-2730-4f77-bc7e-f7fe830f2fc5.jpg?ci_seal=036a05e144f478eedd712db4bcfcd911685c260b&w=525&h=394,
"Appartement à vendre - Toulon - 267 000 € - 5 pièces, 4 chambres, 72 m², Étage 2/5",267 000 €,72.0,5.0,4.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,3 708 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/260654841.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Rare à la vente ! Situé en plein cœur de Toulon, à deux pas de la mairie, des commerces, du port et des transports, ce magnifique appartement T5 de 72 m² se trouve au sein d’un immeuble ancien de car...",https://mms.seloger.com/7/d/1/a/7d1adc0c-80e4-451e-b583-3c646e1402da.jpg?ci_seal=91385138bb7da19b755c0c903dc8d16b847e9800&h=50,https://mms.seloger.com/7/4/0/0/74007ffc-a5ca-4706-b0d9-dcef56c9be6a.jpg?ci_seal=aa340e39d1c64ef756df87265edf00427a7fd988&w=525&h=394,https://mms.seloger.com/1/b/c/8/1bc81a67-01a8-492d-8e1c-d3f95cf77bbf.jpg?ci_seal=eb219cbcbfc1ae56661730df9934026796e1c8e7&w=525&h=394,https://mms.seloger.com/c/c/a/8/cca855b3-12e6-47b7-98d6-4f2320617b85.jpg?ci_seal=01eaa7bec7cb5f35e7ca5add5630790bb89fd108&w=525&h=394,
"Appartement à vendre - Toulon - 269 000 € - 5 pièces, 3 chambres, 93,6 m², Étage 2/8",269 000 €,93.6,5.0,3.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,2 874 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/259532241.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"TOULON APPARTEMENT T5 Venez découvrir ce magnifique appartement de Type T5 de 93,60 m2 situé sur les hauteurs de Toulon dans un environnement au calme absolu. Cet appartement se compose de trois magn...",https://mms.seloger.com/7/d/1/a/7d1adc0c-80e4-451e-b583-3c646e1402da.jpg?ci_seal=91385138bb7da19b755c0c903dc8d16b847e9800&h=50,https://mms.seloger.com/c/5/8/e/c58ecc3d-c7a1-4eb2-ad57-c58d918a7303.jpg?ci_seal=83f85168bd476fff74dae59c5ccd2bb22c61a00b&w=525&h=394,https://mms.seloger.com/0/4/0/6/04060ee1-b1f2-4ad7-93a1-c6475c6dcc0c.jpg?ci_seal=98f90f744d074cb42da8519d0838a12ed779ae66&w=525&h=394,https://mms.seloger.com/6/b/9/6/6b965980-1d30-45e0-a907-5b1b009e9c9a.jpg?ci_seal=28a55b13401b6162f2a70c1a7eecaf38204c3a2e&w=525&h=394,
"Appartement à vendre - neuf - Toulon - 269 000 € - 2 pièces, 1 chambre, 45 m², 3ème étage",269 000 €,45.0,2.0,1.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,5 978 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/263066295.htm,"Brauman&K vous présente: Beau 2 pièces de 45m² dans une future belle résidence de standing proche de toutes commodités. Se compose d'une entrée, 1 chambre, un beau séjour/cuisine donnant on un extér...",https://mms.seloger.com/8/a/c/0/8ac0d7d8-fae9-4c62-83ab-1946ca3374f6.jpg?ci_seal=f6802adaef33a0e0e9deff0afa675e4fcb28f1fc&h=50,https://mms.seloger.com/5/2/e/9/52e90142-974e-4afd-9fae-e083779a7a44.jpg?ci_seal=9f87eb6ab3825c7097c2be5bbb6b350f70459f94&w=525&h=394,https://mms.seloger.com/a/a/9/f/aa9f2547-b82a-4b52-a913-b3b6aa6ba5c1.jpg?ci_seal=affe1cef3434bfb2c47fa115f94e1ebb75d3d755&w=525&h=394,https://mms.seloger.com/5/f/2/e/5f2e5b20-a45c-41d4-b017-08b0f2a4072e.jpg?ci_seal=8ab70bb12df858db827b6a9d51d5fdf4703faf17&w=525&h=394,
"Appartement à vendre - Toulon - 270 000 € - 4 pièces, 2 chambres, 95 m², Étage 1/1",270 000 €,95.0,4.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,2 842 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/260541097.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Toulon - Ortolan, laissez vous séduire par ce charmant haut de villa au premier et dernier étage, situé dans une maison divisée en deux logements. D’une surface de 57 m² Carrez, ce bien se compose d’...",https://mms.seloger.com/7/d/1/a/7d1adc0c-80e4-451e-b583-3c646e1402da.jpg?ci_seal=91385138bb7da19b755c0c903dc8d16b847e9800&h=50,https://mms.seloger.com/4/0/c/9/40c97102-5dea-4fca-af19-f089bb517a76.jpg?ci_seal=44b27956e325c7595276d9d5606bd30906aae27a&w=525&h=394,https://mms.seloger.com/e/7/4/d/e74db202-a55b-48b2-8479-53bd2b92d0be.jpg?ci_seal=93aa5e320442ffa11ad996d1981d0f83c756e975&w=525&h=394,https://mms.seloger.com/3/0/8/4/3084620b-2b5f-434d-960a-a45d5182444d.jpg?ci_seal=861173e877094c3a28c8d64c43d01a98bb7fd7a0&w=525&h=394,
